,조회수,제목,주소,전기,온수,마트.편의점,트렘폴린,운동장,놀이터,산책로,장작판매,물놀이장,와이파이,운동시설
658,13969,지리산 노을,경남 산청군 단성면 호암로632번길 75 ,1,1,0,0,0,1,0,1,1,1,1
663,13941,정원캠핑장, ,1,1,0,0,0,1,0,1,1,1,1
665,13936,햇솔오토캠핑장,인천시 강화군 길상면 선두리 907-3 ,1,1,0,0,0,1,0,1,1,1,1
673,13838,에버그린 캠핑장,충남 논산시 벌곡면 수락로237번길 26-96 ,1,1,0,0,0,1,0,1,1,1,1
700,13628,티앤글램핑,경기 가평군 북면 꽃넘이길 55 ,1,1,0,0,0,1,0,1,1,1,1
708,13553,유명산라온캠핑장,경기 가평군 설악면 유명산길 124-29 ,1,1,0,0,0,1,0,1,1,1,1
794,13088,화야캠핑장,경기 가평군 설악면 유명로 1907-41 ,1,1,0,0,0,1,0,1,1,1,1
806,13004,대부도 아라뜰 캠핑장,경기 안산시 단원구 부흥로 232-21 (대부남동) ,1,1,0,0,0,1,0,1,1,1,1
821,12922,양지생태마을캠핑장,경남 거창군 마리면 진산길 157 ,1,1,0,0,0,1,0,1,1,1,1
846,12782,녹수원글램핑,충청남도 공주시 유구읍 덕곡리 15-2 ,1,1,0,0,0,1,0,1,1,1,1
864,12701,대호레져글램핑,충북 충주시 동량면 미라실로 691 ,1,1,0,0,0,1,0,1,1,1,1
868,12664,대가야캠프타운,경북 고령군 운수면 물한1길 78-8 ,1,1,0,0,0,1,0,1,1,1,1
905,12538,코끼리캠핑장,경기도 가평군 북면 화악리 1007번지/화악산로 1217-2 ,1,1,0,0,0,1,0,1,1,1,1
924,12489,캠핑 뜨락 오토캠핑장,경상북도 김천시 조마면 강곡리 917-1  ,1,1,0,0,0,1,0,1,1,1,1
1012,12028,구름아래 캠핑장,경북 청도군 운문면 운문로 1033-14 ,1,1,0,0,0,1,0,1,1,1,1
1065,11689,삿갓펜션 캠핑장,강원 영월군 김삿갓면 김삿갓로 362 ,1,1,0,0,0,1,0,1,1,1,1
1126,11230,포천리컴펜글,경상북도 성주군 포천계곡로 277-0  ,1,1,0,0,0,1,0,1,1,1,1
1177,10827,이우캠핑장,경기도 가평군 원흥길 77-42 (주)이우  ,1,1,0,0,0,1,0,1,1,1,1
1186,10705,아빠가 만든 캠핑장,강원 영월군 북면 덕전길 240 ,1,1,0,0,0,1,0,1,1,1,1
1227,8310,청풍호반 오토캠핑장,충북 제천시 청풍면 용곡길211번길 2 ,1,1,0,0,0,1,0,1,1,1,1
1296,4548,젤코바 캠핑장,경기 용인시 처인구 양지면 송주로236번길 82-19 ,1,1,0,0,0,1,0,1,1,1,1
1334,4162,그린필로우,강원도 홍천군 서석면 검산리 106  ,1,1,0,0,0,1,0,1,1,1,1
1395,3476,화양숲노리캠핑장,충북 괴산군 청천면 화양로 834-9 ,1,1,0,0,0,1,0,1,1,1,1
1403,3383,양지뜰캠핑장,전북 무주군 설천면 보안길 88 ,1,1,0,0,0,1,0,1,1,1,1
1431,2969,둥그레휴양마을,충북 보은군 보은읍 강신1길 3 ,1,1,0,0,0,1,0,1,1,1,1
209,18908,파이브이모션,경기 가평군 설악면 자잠로282번길 72-95 ,1,0,0,0,0,1,0,1,1,1,1
753,13279,월계수 캠핑장,경상북도 경주시 산내면 문복로 758  ,1,1,1,1,1,0,0,1,1,1,1
185,19980,가야산 캠핑장,충남 예산군 덕산면 윤봉길로 489-8 ,1,1,0,1,1,0,0,1,1,1,1
722,13428,가야권역 소리마실 영농조합법인,경남 합천군 가야면 가야산로 1267 ,1,1,0,1,1,0,0,1,1,1,1
1363,3928,더설렘,경기 포천시 일동면 윗갈기1길 60 ,1,1,0,1,1,0,0,1,1,1,1
1017,11988,명돈골 캠핑장,경기 가평군 북면 논남기길 19-36 ,1,1,1,0,1,0,0,1,1,1,1
79,25388,인디어라운드,경기도 이천시 율현동 이섭대천로941번길 49-44  ,1,1,0,0,1,0,0,1,1,1,1
166,20389,가평 물골숲 계곡 캠핑장,경기 가평군 상면 물골길 120 ,1,1,1,1,0,0,0,1,1,1,1
276,17457,추월산골드캠핑장,전남 담양군 용면 가마골로 221-4 ,1,1,1,1,0,0,0,1,1,1,1
288,17342,고성패밀리캠핑장,경상남도 고성군 상리면 상정대로 1186 ,1,1,1,1,0,0,0,1,1,1,1
319,16993,새연리조트 포천점,경기 포천시 이동면 금강로 6217-16 ,1,1,1,1,0,0,0,1,1,1,1
341,16655,송백농원캠핑장,경상남도 양산시 상북면 외석리  314 ,1,1,1,1,0,0,0,1,1,1,1
472,15445,지내울 야영장,경기도 파주시 문산읍 이천리 340-2 ,1,1,1,1,0,0,0,1,1,1,1
487,15144,허브하우스 금오산힐링타운,경북 김천시 남면 우장길 448 ,1,1,1,1,0,0,0,1,1,1,1
645,14007,또올래캠핑장,경기 가평군 북면 가화로 2745-70 ,1,1,1,1,0,0,0,1,1,1,1
656,13981,대회산캠핑장,경기 포천시 영북면 대회산길 79-89 ,1,1,1,1,0,0,0,1,1,1,1
682,13766,리앤파크,충북 영동군 황간면 구룡로 321 ,1,1,1,1,0,0,0,1,1,1,1
685,13761,월악힐링캠핑장,충북 제천시 덕산면 월악산로 767 ,1,1,1,1,0,0,0,1,1,1,1
693,13731,툇골 캠핑장,강원도 춘천시 툇골길 413-52  ,1,1,1,1,0,0,0,1,1,1,1
748,13316,서종힐링캠핑장,경기도 양평군 화서로 532-6  ,1,1,1,1,0,0,0,1,1,1,1
819,12927,풍혈산 캠핑장,경기 포천시 일동면 성장로 397 ,1,1,1,1,0,0,0,1,1,1,1
947,12375,행복한소풍캠핑장,인천시 강화군 화도면 내리 1498-1 ,1,1,1,1,0,0,0,1,1,1,1
990,12142,요기는캠핑장,강원도 영월군 무릉도원면 도원운학로 1524-45 ,1,1,1,1,0,0,0,1,1,1,1
1230,8237,(주)두산개발 별고을테마파크,경북 성주군 선남면 도성3길 22-27 ,1,1,1,1,0,0,0,1,1,1,1
1259,6393,수원 솔내음 캠핑장,경기 수원시 권선구 칠보로 2 (금곡동) ,1,1,1,1,0,0,0,1,1,1,1
15,53279,용인 자연숲 캠핑장,경기 용인시 처인구 원삼면 원양로591번길 93-34 ,1,1,0,1,0,0,0,1,1,1,1
104,23878,원주키즈캠핑장,강원도 원주시 신림면 솔치로 88  ,1,1,0,1,0,0,0,1,1,1,1
158,20531,밀양표충오토캠핑장,경상남도 밀양시 단장면 바드리길 7  ,1,1,0,1,0,0,0,1,1,1,1
234,18163,나린오토캠핑장,경기도 연천군 어삼로 391-81  ,1,1,0,1,0,0,0,1,1,1,1
305,17138,한스캠핑장,강원 원주시 신림면 신림황둔로 1072 ,1,1,0,1,0,0,0,1,1,1,1
306,17138,감악산캠핑숲,강원 원주시 신림면 신림황둔로 714 ,1,1,0,1,0,0,0,1,1,1,1
335,16736,산과별 관광농원,공주시 사곡면 부곡리 274-3 ,1,1,0,1,0,0,0,1,1,1,1
343,16630,마령큰시내들캠핑장,전북 진안군 마령면 강정리 655-1  ,1,1,0,1,0,0,0,1,1,1,1
438,15661,산내별빛오토캠핑장,경상북도 경주시 산내면 대현리 산394  ,1,1,0,1,0,0,0,1,1,1,1
506,15000,토일관광농원,경기 포천시 군내면 청군로 2857 ,1,1,0,1,0,0,0,1,1,1,1
546,14734,하늘연캠핑장,경기 파주시 적성면 마지초교길 22-61 ,1,1,0,1,0,0,0,1,1,1,1
553,14679,양평 키즈 글램핑,경기 양평군 청운면 황정2길 98-9 ,1,1,0,1,0,0,0,1,1,1,1
592,14444,명학산 캠핑장,경기도 파주시 파주읍 향양리 4-1 ,1,1,0,1,0,0,0,1,1,1,1
668,13925,드림이벤트,경남 합천군 봉산면 김봉리 351-1 ,1,1,0,1,0,0,0,1,1,1,1
695,13654,해오름 글램핑,경기 포천시 소흘읍 광릉수목원로874번길 5 ,1,1,0,1,0,0,0,1,1,1,1
705,13611,영월 스타 글램핑,강원 영월군 무릉도원면 무릉법흥로 1078-12 ,1,1,0,1,0,0,0,1,1,1,1
709,13548,꿈에그린 캠핑장,경기도 포천시 이동면 화동로1870번길 31  ,1,1,0,1,0,0,0,1,1,1,1
870,12659,선야봉 캠핑장,전북 완주군 운주면 금고당로 727 ,1,1,0,1,0,0,0,1,1,1,1
902,12547,아빠의 캠핑장,강원도 원주시 신림면 신림황둔로 854  ,1,1,0,1,0,0,0,1,1,1,1
936,12413,맑은물소리캠핑장,경기 가평군 설악면 가마소길 17-270 ,1,1,0,1,0,0,0,1,1,1,1
941,12399,용소캠핑장,경기 가평군 북면 가화로 2411-32 ,1,1,0,1,0,0,0,1,1,1,1
943,12396,캠프수풀이,경기도 가평군 상면 임초리 608외 1필지 ,1,1,0,1,0,0,0,1,1,1,1
995,12134,달콤한 캠핑장,강원도 홍천군 내촌면 와야리 807-2  ,1,1,0,1,0,0,0,1,1,1,1
1014,11999,핀란드캠핑성,경기 가평군 상면 물골길 102 ,1,1,0,1,0,0,0,1,1,1,1
1022,11969,영월 외룡 캠핑장,강원도 영월군 김삿갓면 영월동로 2696  ,1,1,0,1,0,0,0,1,1,1,1
1035,11890,잣향기푸른숲캠핑장,경기 가평군 상면 축령로 183-53 ,1,1,0,1,0,0,0,1,1,1,1
1076,11631,팜스퀘어 하늘타리,경기 여주시 금사면 금품2로 835-64 ,1,1,0,1,0,0,0,1,1,1,1
1083,11611,행복빌리지,강원도 원주시 신림면 신림황둔로 662  ,1,1,0,1,0,0,0,1,1,1,1
1172,10880,남이섬 베스트캠핑장,경기 가평군 가평읍 북한강변로 517-8 ,1,1,0,1,0,0,0,1,1,1,1
1246,7043,코뿔소글램핑,강원 평창군 방림면 삼형제길 279-61 ,1,1,0,1,0,0,0,1,1,1,1
1309,4419,청도글램핑,경상북도 청도군 화양읍 동천리 603-1  ,1,1,0,1,0,0,0,1,1,1,1
1368,3762,파주캠핑장,경기 파주시 탄현면 방촌로628번길 25-45 ,1,1,0,1,0,0,0,1,1,1,1
1392,3506,운악산 글램핑,경기 포천시 화현면 화동로432번길 92-131 ,1,1,0,1,0,0,0,1,1,1,1
1440,2678,도그베이팜팜 홍천,강원 홍천군 서면 가일길39번길 35 ,1,1,0,1,0,0,0,1,1,1,1
1384,3634,네잎클로버 캠핑장,경기 가평군 설악면 장수로 156-20 ,1,0,0,1,0,0,0,1,1,1,1
301,17192,글램퍼스양평,경기 양평군 단월면 대부록길 38-3 ,1,1,1,0,0,0,0,1,1,1,1
534,14807,인제캠핑타운,강원 인제군 인제읍 한석산로 1423-15 ,1,1,1,0,0,0,0,1,1,1,1
595,14425,네스트캠핑,경기 가평군 북면 화악산로 943-50 ,1,1,1,0,0,0,0,1,1,1,1
801,13066,양평드림캠핑장,경기 양평군 용문면 갈지길41번길 41-52 ,1,1,1,0,0,0,0,1,1,1,1
862,12705,이스케이프 지점 (휴토피아),강원도 홍천군 서면 어유포리 282-8 ,1,1,1,0,0,0,0,1,1,1,1
1118,11255,도담오토캠핑장,충남 태안군 남면 진산1길 277-112 ,1,1,1,0,0,0,0,1,1,1,1
1134,11196,서후리캠핑장,경기 양평군 서종면 서차남1길 4 ,1,1,1,0,0,0,0,1,1,1,1
1302,4492,더예감스테이,경남 산청군 단성면 호암로 702-22 ,1,1,1,0,0,0,0,1,1,1,1
1444,2590,그자리 야영장,강원 홍천군 서면 노일로 478 ,1,1,1,0,0,0,0,1,1,1,1
216,18551,별빛누리캠핑장,경기도 가평군 상면 덕현리 131-3번지 ,1,1,0,0,0,0,0,1,1,1,1
218,18539,원스캠핑장,인천 강화군 삼산면 삼산남로604번길 37 ,1,1,0,0,0,0,0,1,1,1,1
262,17669,힐링가평오토캠핑장,경기 가평군 상면 청군로 316 ,1,1,0,0,0,0,0,1,1,1,1
336,16688,마이산 풍혈냉천 캠핑장,전북 진안군 성수면 용포로 345 ,1,1,0,0,0,0,0,1,1,1,1
348,16562,래미안밸리캠핑장,전라북도 완주군 운주면 금고당로 617  ,1,1,0,0,0,0,0,1,1,1,1
387,16126,얼음골 캠핑장,경남 밀양시 산내면 하양지안길 11-19 ,1,1,0,0,0,0,0,1,1,1,1
393,16045,소나무숲아래,충청북도 충주시 수안보면 미륵리사지길 29  ,1,1,0,0,0,0,0,1,1,1,1
466,15471,영월지구별캠프,강원 영월군 무릉도원면 무릉법흥로 1104 ,1,1,0,0,0,0,0,1,1,1,1
518,14940,제주벨리타캠핑장,제주특별자치도 제주시 조천읍 중산간동로 1194  ,1,1,0,0,0,0,0,1,1,1,1
559,14615,진안국제 캠핑장,전북 진안군 용담면 와룡길 165-6 ,1,1,0,0,0,0,0,1,1,1,1
565,14585,참숯골,충청남도 당진시 고대면 보덕포로 545  ,1,1,0,0,0,0,0,1,1,1,1
625,14108,옥샘캠핑장, ,1,1,0,0,0,0,0,1,1,1,1
631,14076,클라인캠프 빌리지,경기 양평군 개군면 추읍로 268-37 ,1,1,0,0,0,0,0,1,1,1,1
637,14031,유명산힐링캠프,경기 가평군 설악면 어비산길 201-62 ,1,1,0,0,0,0,0,1,1,1,1
677,13794,별수하야영장,충북 제천시 백운면 운학3길 19 ,1,1,0,0,0,0,0,1,1,1,1
699,13634,계룡산글램핑 파크오브드림,충남 공주시 반포면 동학사1로 46 ,1,1,0,0,0,0,0,1,1,1,1
721,13438,엉클캠핑장,경기도 포천시 이동면 화동로 2498-1 ,1,1,0,0,0,0,0,1,1,1,1
807,13002,무주홀리데이파크,전북 무주군 안성면 칠연로 462-3 ,1,1,0,0,0,0,0,1,1,1,1
845,12783,올래캠핑장,경기 가평군 설악면 어비산길 203 ,1,1,0,0,0,0,0,1,1,1,1
881,12639,반딧골캠핑장,전북 무주군 설천면 구천동로 2244 ,1,1,0,0,0,0,0,1,1,1,1
912,12529,별보미 관광농원,경기 포천시 신북면 포천로 2447 ,1,1,0,0,0,0,0,1,1,1,1
955,12293,사나래관광농원,경기도 양평군 용문면 중원리 580 ,1,1,0,0,0,0,0,1,1,1,1
957,12273,상순네 오토캠핑장,강원도 영월군 중동면 고장골길 76-6  ,1,1,0,0,0,0,0,1,1,1,1
1009,12045,아빠의나무 야영장,충북 괴산군 청천면 괴산로부성1길 15-22 ,1,1,0,0,0,0,0,1,1,1,1
1091,11499,드위트리 글램핑,강원 정선군 남면 지장천로 146-47 ,1,1,0,0,0,0,0,1,1,1,1
1160,11042,정원 캠핑장,강원도 영월군 무릉도원면 도원운학로 871  ,1,1,0,0,0,0,0,1,1,1,1
1173,10879,영우네 농어촌 관광농원,충청남도 공주시 사곡면 월은길 40  ,1,1,0,0,0,0,0,1,1,1,1
1192,10534,둔내캠프,강원도 횡성군 둔내면 용현로 429  ,1,1,0,0,0,0,0,1,1,1,1
1202,10416,새연 글램핑 카라반 설악2호점,경기 가평군 설악면 유명로 1939-26 ,1,1,0,0,0,0,0,1,1,1,1
1238,7723,덕산참숯랜드,충남 예산군 덕산면 노곡길 55 ,1,1,0,0,0,0,0,1,1,1,1
1276,5004,채움카라반리조트,경기도 가평군 조종면 운악리 542-14  ,1,1,0,0,0,0,0,1,1,1,1
1279,4975,사르데냐 오토캠핑장,인천 강화군 길상면 장흥로101번길 63-9 ,1,1,0,0,0,0,0,1,1,1,1
1283,4780,대룡산 오토캠핑장,강원 홍천군 북방면 성동로 1612 ,1,1,0,0,0,0,0,1,1,1,1
1284,4778,쭌카라반 캠핑장,강원 고성군 토성면 화원길 13 ,1,1,0,0,0,0,0,1,1,1,1
1303,4487,브룩스 캠핑장,경기 가평군 가평읍 물안산길 83 ,1,1,0,0,0,0,0,1,1,1,1
1315,4369,돌담 캠핑&가든,인천 강화군 삼산면 삼산북로 397-1 ,1,1,0,0,0,0,0,1,1,1,1
1325,4292,크리스월드,경기 가평군 가평읍 북한강변로 360-93 ,1,1,0,0,0,0,0,1,1,1,1
1358,3941,캠프 올모,경기 가평군 설악면 장수로 156-50 ,1,1,0,0,0,0,0,1,1,1,1
1443,2648,또바기 스파글램핑,경기 가평군 북면 멱골로 205-10 ,1,1,0,0,0,0,0,1,1,1,1
1446,2460,담터라온글램핑,강원 철원군 동송읍 담터길 352 ,1,1,0,0,0,0,0,1,1,1,1
101,24009,파주쇠꼴마을고고캠핑장,경기도 파주시 법원읍 금곡리 321-32 ,1,0,0,0,0,0,0,1,1,1,1
594,14432,화기애애 단풍 캠핑장,강원 평창군 봉평면 흥정계곡길 674-38 ,1,0,0,0,0,0,0,1,1,1,1
300,17198,영주호오토캠핑장,경상북도 영주시 평은면 문평로 758-24 ,1,0,1,0,1,1,1,0,1,1,1
346,16616,안면도스쿨버스캠핑장,충남 태안군 안면읍 안면대로 3356-1 ,1,1,0,0,1,1,1,0,1,1,1
471,15447,다온,충남 서산시 대산읍 광암4길 115 ,1,1,0,0,1,1,1,0,1,1,1
620,14174,춘천 박사마을 어린이 글램핑장,강원 춘천시 서면 박사로 770 ,1,1,0,0,1,1,1,0,1,1,1
702,13626,범도오토캠핑장,경상남도 밀양시 단장면 표충로 860  ,1,1,0,1,0,1,1,0,1,1,1
357,16457,캠핑소사이어티,경남 진주시 내동면 내축로 523 ,1,1,0,0,0,1,1,0,1,1,1
781,13144,송호리 국민관광지 야영장,충북 영동군 양산면 송호리 282 ,0,1,0,0,0,1,1,0,1,1,1
295,17258,에제르파크,인천 남동구 만의골로 155 (장수동) ,1,1,1,1,0,0,1,0,1,1,1
1205,10207,봉스글램핑,경남 거창군 마리면 풍계1길 27-71 ,1,0,0,1,0,0,1,0,1,1,1
1432,2968,한별 도그파크,경남 함안군 법수면 이묵골로 135 ,1,1,1,0,0,0,1,0,1,1,1
589,14460,힐포인트,경기 용인시 수지구 동천로 541 (고기동) ,1,1,0,0,0,0,1,0,1,1,1
906,12537,북캠프,충남 공주시 신풍면 영정길 155-3 ,1,1,0,0,0,0,1,0,1,1,1
914,12523,서천해양캠핑장,충청남도 서천군 서면 마량리 90-3  ,1,1,1,1,1,1,0,0,1,1,1
1271,5241,남작골 농촌체험휴양마을 야영장,경북 성주군 수륜면 보월로 8-23 ,1,1,1,1,1,1,0,0,1,1,1
308,17096,한탄강관광지 오토캠핑장,경기도 연천군 전곡읍 전곡리 640  ,1,1,1,0,1,1,0,0,1,1,1
1115,11298,파인밸리 펜션 앤 글램핑 주식회사,경기 포천시 화현면 봉화로 315-97 ,1,1,1,0,1,1,0,0,1,1,1
736,13346,글램비글램핑,경기도 화성시 서신면 해안길 64 ,1,1,1,1,0,1,0,0,1,1,1
1194,10452,토리아이글램핑,강원 홍천군 서면 설밀길 190-20 ,1,1,1,1,0,1,0,0,1,1,1
350,16555,나무새 관광농원,경기도 포천시 신북면 삼정리 98-3 ,1,1,0,1,0,1,0,0,1,1,1
399,15973,초평밤나무,충청북도 진천군 초평면 화산리 875  ,1,1,0,1,0,1,0,0,1,1,1
5,90475,영덕 고래불 국민 야영장,경상북도 영덕군 병곡면 고래불로 12 ,1,1,1,0,0,1,0,0,1,1,1
64,27783,푸른바다와 캠핑,경상남도 통영시 인평동 국치1길 49  ,1,1,0,0,0,1,0,0,1,1,1
757,13245,가우도카라반펜션,전남 강진군 대구면 저두바닷길 3 ,1,1,0,0,0,1,0,0,1,1,1
1057,11757,글램바오캠핑장,경기 가평군 가평읍 북한강변로 518 ,1,1,0,0,0,1,0,0,1,1,1
1078,11620,추억촌,강원도 강릉시 성산면 대관령옛길 10  ,1,1,0,0,0,1,0,0,1,1,1
1277,4997,포게더 카라반 지조개발,경남 거제시 사등면 덕호해안길 147-1 ,1,1,0,0,0,1,0,0,1,1,1
1343,4070,토리글램핑,경남 사천시 서포면 토끼로 215 ,1,1,0,0,0,1,0,0,1,1,1
1372,3727,한마음캠핑플레이스,충남 금산군 진산면 대둔산로 206 ,1,1,0,0,0,1,0,0,1,1,1
1427,3138,더모스트 글램핑,경북 문경시 문경읍 문경대로 2259-9 ,1,1,0,0,0,1,0,0,1,1,1
826,12873,물안개 오토캠핑장,경남 밀양시 단장면 고례리 1491 외 1필지 ,1,0,0,0,0,1,0,0,1,1,1
52,30604,조은자리 캠핑장,경북 청도군 운문면 신원리 398번지 ,1,1,1,1,0,0,0,0,1,1,1
570,14564,밀양사계절야영장,경상남도 밀양시 산외면 금곡리 16-36  ,1,1,1,1,0,0,0,0,1,1,1
1139,11159,자연이랑캠프,강원도 영월군 수주면 무릉법흥로 1174  ,1,1,0,1,0,0,0,0,1,1,1
1451,2223,가평 리오카라반,경기 가평군 상면 축령로70번길 44-61 ,1,0,0,1,0,0,0,0,1,1,1
267,17592,청도 힐링 오토캠핑장,경북 청도군 매전면 송원길 86-6 ,1,1,1,0,0,0,0,0,1,1,1
416,15835,가평 오렌지캠프,경기 가평군 북면 멱골로272번길 7 ,1,1,0,0,0,0,0,0,1,1,1
457,15571,라파엘 펜션 글램핑장,경남 고성군 회화면 당항만로 945 ,1,1,0,0,0,0,0,0,1,1,1
574,14530,㈜씨스테이 야영장,인천광역시 옹진군 영흥면 내리 1212-52 ,1,1,0,0,0,0,0,0,1,1,1
1176,10827,그라티아 글램핑,경기 가평군 가평읍 태봉두밀로 421-24 ,1,1,0,0,0,0,0,0,1,1,1
1335,4137,뷰델카라반펜션,경북 경주시 감포읍 감포로 329-34 ,1,1,0,0,0,0,0,0,1,1,1
1362,3928,연천미라클타운,경기 연천군 군남면 군중로 134 ,1,1,0,0,0,0,0,0,1,1,1
1411,3271,단아한,전북 순창군 팔덕면 산동신흥길 6 ,1,1,0,0,0,0,0,0,1,1,1
681,13770,자바카라반,인천 옹진군 영흥면 선재로 61-1 ,1,0,0,0,0,0,0,0,1,1,1
899,12559,월악오토캠핑장,충청북도 제천시 덕산면 월악산로 761  ,1,0,0,0,0,0,0,0,1,1,1
1189,10694,넵투누스 카라반,경기 가평군 청평면 고재길 262-123 ,1,0,0,0,0,0,0,0,1,1,1
1244,7386,캠핑소리251,경기 가평군 설악면 묵안로 350 ,1,1,0,1,1,1,1,1,0,1,1
19,41865,두리캠핑장,인천시 계양구 귤현동 28-1 ,1,1,1,0,1,1,1,1,0,1,1
109,23456,어은돌송림캠핑장,충남 태안군 소원면 모항파도로 398-42 ,1,1,0,0,1,1,1,1,0,1,1
473,15397,원동자연휴양림,경상남도 양산시 원동면 내포리 산171  ,1,1,0,0,1,1,1,1,0,1,1
520,14933,가평 운악홀리데이 캠핑장,경기 가평군 조종면 운악청계로 424 ,1,1,0,0,1,1,1,1,0,1,1
965,12235,에이스카라반,경기 용인시 처인구 이동읍 이원로 547 ,1,1,0,0,1,1,1,1,0,1,1
533,14813,캠프 예그리나,경기 파주시 광탄면 쇠장이길 56 ,1,1,1,1,0,1,1,1,0,1,1
674,13816,알프스캠핑장,경상남도 밀양시 산외면 밀양대로 3468-7  ,1,1,0,1,0,1,1,1,0,1,1
1064,11689,뜨란솔 캠핑장,강원 영월군 무릉도원면 무릉법흥로 782-26 ,1,1,0,1,0,1,1,1,0,1,1
123,22614,구름계곡캠핑장,경기도 가평군 북면 제령리 219-2번지 ,1,1,1,0,0,1,1,1,0,1,1
167,20361,황매산미리내파크 오토캠핑장,경남 산청군 차황면 황매산로1138번길 215 ,1,1,1,0,0,1,1,1,0,1,1
746,13323,구름포해수욕장카라반,충청남도 태안군 소원면 의항리 160-4 ,1,1,0,0,0,1,1,1,0,1,1
750,13292,더시크릿가든 캠프지라운드,강원도 춘천시 남산면 방하리 430-2  ,1,1,0,0,0,1,1,1,0,1,1
1261,6240,월든캠프,강원 양양군 손양면 송평길 28 ,1,1,0,0,0,1,1,1,0,1,1
1321,4316,소풍,경북 경주시 천북면 새터흥림길 1-27 ,1,1,0,0,0,1,1,1,0,1,1
170,20267,율포오토캠핑장,전남 보성군 회천면 충의로 52 ,1,1,1,1,1,0,1,1,0,1,1
823,12918,대가야농촌문화체험특구 캠핑장,경북 고령군 대가야읍 신남로 61 ,1,1,1,0,1,0,1,1,0,1,1
103,23902,몽돌바다캠핑장,전남 신안군 암태면 진작지길 139-63 ,1,1,0,0,1,0,1,1,0,1,1
925,12477,횡성 별빛마을 캠핑장,강원 횡성군 강림면 주천강로 488 ,1,1,1,0,0,0,1,1,0,1,1
417,15823,미산분교 캠핑장,강원도 인제군 상남면 미산리 376-6  ,1,1,0,0,0,0,1,1,0,1,1
928,12463,에브라임캠핑장,경기도 연천군 신서면 연신로 866 ,1,1,0,1,1,1,0,1,0,1,1
146,21063,구미 캠핑장,경상북도 구미시 양호동 614-1 ,1,1,0,0,1,1,0,1,0,1,1
810,12990,카라반 르몽드,경상남도 김해시 어방동 991  ,1,1,0,0,1,1,0,1,0,1,1
1049,11783,홀리데이캠핑장,경기 가평군 설악면 유명로 654-82 ,1,1,0,0,1,1,0,1,0,1,1
1400,3389,"마을야영장, 침산추월",세종특별자치시 조치원읍 침산6길 13 ,1,1,0,0,1,1,0,1,0,1,1
180,20066,인천청라국제도시 해변공원캠핑장,인천 서구 첨단서로 190 (청라동) ,1,1,1,1,0,1,0,1,0,1,1
652,13990,그린오토캠핑장,경상북도 포항시 남구 호미곶면 호미로 1178  ,1,1,1,1,0,1,0,1,0,1,1
959,12242,구만동오토캠핑장,강원도 인제군 북면 만해로 221  ,1,1,1,1,0,1,0,1,0,1,1
278,17437,호수캠핑장,경기도 파주시 광탄면 기산리 387-11  ,1,1,0,1,0,1,0,1,0,1,1
939,12405,팡팡캠핑장,경기 용인시 처인구 원삼면 동부로 1041 ,1,1,0,1,0,1,0,1,0,1,1
1061,11727,싸리목캠핑장,강원 인제군 인제읍 싸리목길 83 ,1,1,0,1,0,1,0,1,0,1,1
1209,9304,가고파캠핑장,경남 산청군 시천면 지리산대로1478번길 31-10 ,1,1,0,1,0,1,0,1,0,1,1
1425,3166,솔비치캠핑장,충남 태안군 남면 몽산포길 63-23 ,1,1,0,1,0,1,0,1,0,1,1
347,16614,써니아일랜드 야영장,전라남도 여수시 남면 금오로 1139  ,1,1,1,0,0,1,0,1,0,1,1
388,16117,덕동골 오토캠핑장,충청북도 제천시 백운면 덕동로2길 23-26  ,1,1,1,0,0,1,0,1,0,1,1
398,16009,숲속야영장 휴림,제주도 제주시 애월읍 광령남서길 40 ,1,1,1,0,0,1,0,1,0,1,1
636,14044,약수농원,경남 창녕군 고암면 감리 317 ,1,1,1,0,0,1,0,1,0,1,1
1,140635,동강전망휴양림오토캠핑장,강원 정선군 신동읍 동강로 916-212 ,1,1,0,0,0,1,0,1,0,1,1
8,78530,대천용두야영장,충남 보령시 웅천읍 열린바다로 100-50 ,1,1,0,0,0,1,0,1,0,1,1
13,53692,프린세스 캠핑장,충남 공주시 치미마을길 74 (신관동) ,1,1,0,0,0,1,0,1,0,1,1
51,30844,수목원프로방스 캠핑장,경기 포천시 신북면 탑신로 1066 ,1,1,0,0,0,1,0,1,0,1,1
61,28038,선재오토캠핑장,인천 옹진군 영흥면 선재로186번길 86-22 ,1,1,0,0,0,1,0,1,0,1,1
88,24749,고성 남산공원 오토캠핑장,경상남도 고성군 고성읍 공룡로 3165  ,1,1,0,0,0,1,0,1,0,1,1
94,24393,중랑가족캠핑장,서울 중랑구 망우로87길 110 (망우동) ,1,1,0,0,0,1,0,1,0,1,1
106,23788,달천공원오토캠핑장,경상남도 창원시 의창구 북면 달천길 150  ,1,1,0,0,0,1,0,1,0,1,1
108,23527,진도풍경오토캠핑장,전라남도 진도군 의신면 의신사천길 15-21 ,1,1,0,0,0,1,0,1,0,1,1
118,22709,초전마을 캠핑장,경남 남해군 미조면 동부대로14번길 27-21 ,1,1,0,0,0,1,0,1,0,1,1
132,22098,덕동계곡 오토캠핑장,충북 제천시 백운면 덕동로 161-3 ,1,1,0,0,0,1,0,1,0,1,1
161,20493,갈천 오토캠핑장,강원도 양양군 서면 구룡령로 1103-12  ,1,1,0,0,0,1,0,1,0,1,1
